,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,overall,verified,reviewTime,reviewerID,asin,style,reviewerName,reviewText,summary,unixReviewTime,vote,image
816,1103,1400,1400,1.0,False,"05 24, 2008",A1IF2GNES3L2HC,B000HCVR3K,,Reader 7,"I recently bought a new laptop, and the changeover involved an ""upgrade"" to Office 2007. I was aware that there was a new user interface, but was not aware that Office 2007 is, in almost every respect, an INFERIOR product to any Office version that came before it!
I have used MS Office for many years, and am what could be called a ""power user,"" especially for Word and Powerpoint, which I use weekly.
One of the great features of Office is that it has been totally customizable. For those who use office frequently, it has been easy to create your own custom toolbars so you have what you need easily available. Most tasks could be done with one or two mouse clicks... Until Office 2007!
In Office 2007, hardly anything is customizable! You have a constantly changing tool ribbon, which takes up a lot of screen real estate.
The ribbon presents a set of icons based on what it ""thinks"" you will need at the moment. It is rarely right! ... so you go searching through the tabs trying to find the icon that was on the ribbon a few moments earlier! There is one small ""tool bar"" up on the title bar that you CAN customize, but it is not convenient, and will not hold many icons. It has the option of being moved below the ribbon, which takes up even more screen real estate, but is still very limited, and cannot be docked or moved from there.
Granted, there are third party programs, such as Ribbon Customizer and Toolbar Toggle, that add back some of the ability to customize, but it is still far inferior to what Office users are used to!
Even the third party programs, however, cannot get around the fact that there are some features in earlier Office versions that are simply NOT included in the new one. In previous versions of Powerpoint, you could add a set of icons that, with one mouse click, allowed you to adjust the vertical spacing of text. That has been omitted in 2007. In the ""improved"" 2007 version, you must open a dialog box, and make several mouse clicks to adjust vertical spacing!
To make matters worse, Office 2007 documents are not compatible with earlier versions. After spending years establishing formats such as .doc and .ppt as industry standards, Microsoft has introduced a version of office that does not use these formats! If you want to send a document to someone who still has Office 2003 (or any other program that reads .doc files) you need to remember to save it in that format. The default 2007 format cannot be opened by earlier versions!
Office 2007 CAN open the older formats, but even in opening earlier Office formats, there are problems. For example, most users of Powerpoint have learned the trick of adding drop shadows behind the text to make the text stand out on the screen. Office 2007 has changed the way these shadows are formed. When you open a powerpoint presentation made on an earlier version, your old drop shadows WILL NOT ANIMATE with the text. When a slide appears, the shadows of the letters are already in place, and the letters animate in on top! Mircosoft's only suggestion... go through your slides and take the old shadows out, and put new shadows in! (I tried this... it takes 30-40 minutes per presentation! ...And I have hundreds of powerpoint presentations in my file!)
For someone who never used Office before, or who just uses Word to type simple letters, 2007 may be okay, but for anyone who depends on Office for detailed tasks and productivity, 2007 is a nightmare.
I have always loved Microsoft Office. It has been an industry standard for ease of use. In my opinion, that is no longer the case. I believe Microsoft tried to produce something ""different"" to attract new users, but in the process totally ignored the needs of those who have used their products in the past. If you have the option of staying with an earlier version, DO NOT UPGRADE to this product!",A DOWNGRADE from Office 2003,1211587200,18.0,
428,253,1291,1291,5.0,False,"11 8, 2002",A3TLPNECI4DG3N,B000EORV8Q,,Carl Fongheiser,"Need to network computers on different floors?  This product can be used as a bridge or as an interface for an individual machine.  All I had to do was take the units out of the box, plug them in to the power line and the Ethernet switch (using the supplied patch cable), and it all worked right away.  Just a word of warning, though;  you can't plug these into a surge protector (including any surge protector inside a power strip.)","Easy to set up, works like a dream!",1036713600,,
647,1568,2431,2431,4.0,True,"05 17, 2009",A32M7HKY7SQ602,B0014X2UAK,,J. mcnalley,"Numbers is the weakest point of the iWork suite. As far as I can tell, there is no text-to-columns function. I tend to drop down to perl or perl + SQL for heavy math, so other missing functions don't bother me. The lack of text-to-columns makes importing data from a SQL query or the command line harder than it needs to be.

Still, iWork is a great value. I'm glad I bought it, and recommend it to anyone with a mac.",Pretty good stuff,1242518400,3.0,
39,922,591,591,5.0,False,"10 11, 2003",A3TUZOJZM9008Y,B0000E6NK9,,Michael A. Brown,"Jaguar took OS X to the next level. Sure it was a familiar level, but it was a more stable operating environment, and provided several needed enhancements. Now, Panther takes a giant step forward in the evolution of the Mac platform.
An all new, easier to use finder. Upgrades to several of the popular iApps which Apple has been nurturing. Plus, iChatAV instant messaging software which will work seemlessly with the iSight camera. File Vault - 128-bit file encryption. Fast user switching, to make it easier for families who have individual user sets on a single machine. Font Book - to load and keep track of font families. Expos, which will tile all of the windows you have open with the click of a hot key. And, it's all Unix based for faster and easier integration with Windows networks.
On top of all that, it'll work more efficiently on the G5 Macs, and make the G4's work even faster than before.
If I see one problem, it's that this major upgrade comes along too soon after Jaguar. There should be a scaled upgrade platform so that those of us who bought Jaguar last year could get a deal on Panther this year.",The next step forward.,1065830400,,
778,898,6256,6256,2.0,False,"06 14, 2012",ATDE9JYCPI0L1,B005S7ZLU4,,Alyssa A. Lappen,"This is not a very good program, as others have made quite clear. It consumes a great deal of time to install, does not run cleanly, and crashes constantly.

While some seem to have had a good experience with this software, I count myself among the vocal minority who were unable to make the thing run.

And my computer has a 500 Gig Seagate hard drive and 4 gigabytes of DDR3 memory. This is hardly a low end laptop, to put it mildly. I should be able to run this software, but couldn't. I junked it.",Crashing memory hog,1339632000,,
329,464,7347,7347,5.0,False,"07 18, 2013",A3TAS1AG6FMBQW,B00BFNCFZ4,{'Platform:': ' PC Disc'},Jeri Zerr,"I have long been a fan of Corel. In many ways they have often just ""done it right"" putting together powerful utilities without charging exorbitant prices for their software.  Video Studio Pro X6 has now become my go to package for making professional looking videos. The&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Canon-EOS-Rebel-T4i-18-0-MP-CMOS-Digital-SLR-with-18-55mm-EF-S-IS-II-Lens/dp/B00894YWD0/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Canon EOS Rebel T4i 18.0 MP CMOS Digital SLR with 18-55mm EF-S IS II Lens</a>&nbsp;teamed up with VideoStudio Pro makes for a winning team. The T4i does a fine job of keeping the focus on a moving subject.  With VideoStudio pro the raw video can then be zoomed in to focus the track on the subject with professional looking results.

The software was easy to install, the controls and features are very intuitive.","Take your videos to the next level, professional quality video editing software with ""at home pricing"".",1374105600,,
149,2472,3548,3548,5.0,True,"11 9, 2009",A1V3PCKVCJ3TTZ,B001AMHWP8,,Henry Wolford,"Once again Apple hits a homerun.  The install took a little while, but when it finished I had an extra 70Gigs of free space on my hard-drive.",Simply amazing,1257724800,,
603,124,10288,10288,5.0,True,"04 3, 2016",A2DMQB5ZGGSSBO,B00OSDY8PI,{'Platform:': ' PC Download'},Mark,Nice product.,Five Stars,1459641600,,
621,2898,5608,5608,4.0,False,"12 15, 2011",A25KVM6GJBLISZ,B0056CZATI,{'Format:': ' Software'},John F. Wright,"I have been testing and recommending anti-virus software since the mid 90s.  At that time McAfee was the best there was.  This is no longer true.  In my opinion the best current anti virus product is ESET NOD32.

I recently tested McAfee 2012 vs Kaspersky 2011 (and Kaspersky 2012).  On testing a scan of one partition McAfee reported that it scanned 51,221 files and took one and a half hours to do it.  On the same partition Kaspersky (minor differences between the 2011 version and 2012 version) reported that it tested 779,264 files and took one hour and five minutes.

McAfee 2012 consumes 86 MB of memory (""private bytes"") and 412 MB of virtual memory.
Kaspersky 2012 uses 195 MB of memory (""private bytes"") and 596 MB of virtual memory.

Kaspersky 2011 was slightly nicer in that it reported the elapsed time to do a scan, the new version 2012 only reports when the scan finished.

Kaspersky's install is well done and impressive as it detected and removed traces of McAfee which were left behind after McAfee was uninstalled.

Kaspersky has one very valuable feature a ""rescue disk"" (a bootable disk which you can use for a clean scan of an infected system) which neither ESET nor McAfee provide.

I like the ease of use and clear reporting of Kaspersky.  It's a good product (but can't match ESET NOD32).",Slow But Good,1323907200,3.0,
627,1320,10612,10612,4.0,False,"05 3, 2015",A9GIGJUB98JNR,B00T0I6J4O,{'Platform:': ' PC Disc'},Chen Sun,"This is an intermediate level video editing software (possibly top tier level in consumer grade video editing).  This is a review of VideoStudio's training for novices, such as I.

Being a long-established software, VideoStudio has sufficient numbers of online training tutorial videos, and includes a complimentary 45 days usage of third-party, professionally-produced video lessons.  After the 45 days, this third party lessons are approximately $6 a month.  Corel online additionally provides free training on specific VideoStudio features.  Because this is an intermediate level product, it has a training curve in order to become productive, but given the training opportunities above and that the software is fairly intuitive, if one is focused, Im sure he or she will quickly find this software useful.

Installation was a little faulty on my Windows 8.1 computer, but 80% of all software Ive added to Windows 8.1 were a little faulty.

Im not capable enough with this software to give it a 5 star; don't see anything wrong with it yet, so 4 star.",What Training Is Offered,1430611200,2.0,
827,660,11320,11320,5.0,False,"09 1, 2017",A13JBWCE5ZKCPM,B0148BYIAO,,Diamond Gold,All good,Reliable service,1504224000,,
889,1604,10104,10104,4.0,True,"07 28, 2015",AH91R2FAVTIZI,B00NG7JXH0,{'Platform:': ' Mac Download'},Jr Ranger Cowboy,Easy software to use to do your taxes. It was easy to download and install.,Easy way to do Taxes!,1438041600,,
869,889,12191,12191,5.0,False,"05 14, 2012",AMRMK86X3PKXD,0321719816,{'Format:': ' DVD-ROM'},Kindle Customer,"I've been teaching media at the college level for 15 years and I find these Core Training disks a great too for introducing complex software suits from Adobe. The interface is easy to navigate and the information is appropriate for the level the set is targeting. The videos are well produced and show the functions in a way that is easily transferable to actual real-world tasks.

Setup couldn't be eaiser, just pop the DVD into your computer's drive, then peel the book off the back of the package and you're ready to go. The book and DVD compliment each very well, but you can use either separately without loosing a thing.

The package covers all the basics and a few things a bit more advanced. I highly recommend this series as a thorough introduction to this software.",A Great Introduction,1336953600,,
759,448,8197,8197,4.0,False,"12 17, 2013",A3G7BEJJCPD6DS,B00EZPXVWU,{'Platform:': ' PC/Mac/Android/iOS'},Clevelander83,"I'm not very tech savvy and look for comprehensive virus/Internet protection that is simple to install. Norton has fit the bill for many years. Norton does require renewing your licenses every year - as do most other makers of virus protection - but I feel that I get something for my buck as they constantly add additional features.

I used the disc to download the software and it was hassle-free. (I see that others commented on downloading from Norton's website to ensure that you're getting the latest version, but I find the disc download much easier and faster)

I don't own a Mac or any Android devices, but really like that Norton extends protection to iOS as I can now protect my iPad and iPhone. Five licenses will be plenty for most households. I think the Scream Alarm is nifty for locating my constantly missing phone; Remote Locate is also a nice feature if your device is stolen but Find My iPhone/Find my iPad apps on Apple products do essentially the same thing.",Trusted Protection for all my Devices,1387238400,,
9,2159,1410,1410,3.0,False,"02 27, 2008",A17BUUBOU0598B,B000HCVR3A,,Mark,"Microsoft's Office Standard 2007 is the version that includes the programs most people will be looking for in an office suite: Word, Excel, Powerpoint and Outlook.  While Microsoft did make some improvements, many changes have users frustrated and mad.

Pros

+ Standard version includes the 4 programs you actually want!
+ Like most new MS suites, allows for easier transfer between machines
+ Allows you to use on your home desktop AND your laptop!!  Huge plus!!
+ New open document format based on xml - good for techies
+ Alternatively, you can still use the doc format you know and love
+ Excel now supports larger documents with more fields!
+ Cool new Powerpoint extras
+ Once you do overcome the learning curve, design has some plusse
+ Preloaded with Vista OEM computers, so install is MUCH faster than old version

Cons

- A list price of $400 means many will forgo Outlook and buy Home & Student suite for MUCH LESS
- The ribbon puts things in WEIRD places
- Microsoft disabled classic menus so you can't find stuff ... ARGH!!!
- Startup times seem a little slower ... why????
- Strangely slow performance with Word

The general hatred for the ribbon is well known.  Microsoft Word and Excel have drawn the most heat.  It took everybody years to learn those nested menus and hard to find functions.  Now they are all moved!!!!

Actually, the ribbon wouldn't be so bad if you could have your regular old classic menus above it.  Once you learn the ribbon, there's some logic to the way things have been relocated.  Still, this was a huge blunder and I wonder if MS will back track on that.

This guy also includes Outlook, which is a MUST for me since I have to use Outlook on my work PC.  I tried using the exported files in the new vista calendar apps, and none of them really worked that well.  The professional&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Microsoft-Office-Professional-2007-FULL-VERSION/dp/B000HCVR30/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Microsoft Office Professional 2007 FULL VERSION</a>&nbsp;and ultimate&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Microsoft-Office-Ultimate-2007-FULL-VERSION-DVD/dp/B000HCTY26/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Microsoft Office Ultimate 2007 FULL VERSION [DVD</a>] suite versions also include outlook.

Yet why the list price of $400?  The Home and Student Office 2007 suite&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Microsoft-Office-Home-and-Student-2007/dp/B000HCZ8EO/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Microsoft Office Home and Student 2007</a>&nbsp;is $150 and includes everything here except for Outlook.  Is Outlook worth $250 now? To be fair, there are cheaper upgrade versions.  Still, I may be switching to a new email / calendar / productivity program all-together.

The new XML doc format is Microsoft's way of getting away from the proprietary .doc format.  This will aggravate some people too, but you can just save everything in the 2003 format.  I like the new format and I think it will catch on with time.

Despite the short comings, once you get past the learning curve the programs themselves are improved.

Enjoy!!!","MS Office Standard 2007 - Steep Price, Steep Learning Curve, Slippery Slope!!!",1204070400,87.0,
744,282,7101,7101,5.0,True,"04 28, 2013",A1BL7D7OGIVB6B,B009HBCU9W,{'Format:': ' Software Download'},j d midyette,"At this point I have been using Ttax for the at least the past 15 years (been so long now I really don't know exactly).  I have found it to be a truly outstanding method of preparing my personal tax return.
By the way, did I mention that I am a CPA!",Use It Every Year,1367107200,,
661,1948,4179,4179,5.0,False,"10 22, 2009",A1QOK9LU90ACF7,B002DHGMK0,,Centriculous,"I've been using Windows 7 since its beta release, but my laptop's been running the final version for weeks now. I really disliked Vista and preferred XP still, but Windows 7 has tipped the scales...finally. Windows 7 has been reliable and it's snappier than Vista.  Windows 7 sips laptop battery power so my 1-year-old Dell XPS M1530 runs longer under Win7 than it did under Vista.  But what I really like about Windows 7 are the new and improved features it offers. Here's a list of my favorites:

#1 VIRTUAL LIBRARIES
With virtual libraries, the special folders like Documents, Pictures, Music and Videos have all become libraries. Instead of being a physical storage location, they're indexes that point to one or many locations on the computer you're using, as well as other computers you're networked with. In a home setting, where you're running Windows Home Server, you can now easily direct file stores to your server.  Also in the home, housemates can easily see each others' data by including their respective folders in one another's libraries. When you search a library, you're searching your computer and any other computer that has folders you've added to your library.  You determine which physical location will be the default location for saving new files to your library.  This is, for me, the single best feature of Windows 7, and is an excellent reason to upgrade.

#2 START SEARCH
The Start Search has been improved in Windows 7 so results appear instantly as soon as you click the Start button, and then either type the name of a program on your computer, or a task you'd like to perform (like, ""change my display settings""). No more hunting folder hierarchies to find that elusive program, or spend time figuring out where Microsoft has placed something in the Control Panel. This is a tremendous time-saver.

#3 AERO SNAP
The Aero user interface has three new tricks -- Shake, Peek, and Snap -- but only Aero Snap is a major leap forward. Have you ever tried comparing the contents of two windows together, side-by-side? It's painful to do because you have to fiddle with resizing the two windows. With Aero Snap, now all you do is grab the title bar of one window, sling it to the left, and Windows 7 will automatically resize the window to fill-up one-half of your screen display. Do the same with a 2nd window by slinging it to the right, and it'll fill-up the right-side of your display. You can start comparing two windows in...an Aero Snap. Aero Shake and Peek are cute, but not nearly so helpful.

#4 TASKBAR
Gone is the Quick Launch bar that too many people didn't know existed. Now, the whole Taskbar is a quick launch bar -- drag and drop any program icon onto the bar, and you're one click away from starting the program. Also, it's so easy to move the taskbar around now. I keep it on the left vertical on my computer. Gone is the system tray, too -- Notification Area takes its place. The Action Center alerts you to anything you need to do to keep your computer working smoothly.

#5 PROGRAM COMPATIBILITY
Any program can be run in one of many compatibility modes now. Windows 7 has a wizard that will help you pick the right, earlier version of Windows under which to run an older program -- just right-click on the program icon and choose ""Troubleshoot Compatibility"". Or, You can do the same thing more quickly by right-clicking on a program icon, click the Compatibility tab, enable Compatibility mode, and select the earlier version of Windows you want to run with your program.

#6 STICKY NOTES
Less functional that the Vista Sticky Notes -- which nobody used -- but now I actually use Sticky Notes to put reminders on my Desktop. They're quick, easy, and work just like a regular Post-It note only you don't get fingerprints on your screen!

#7 JUMP LISTS
There are two kinds -- Jump lists that let you quickly pick a task to perform, and Jump lists to quickly select a document to open and edit in the associated program. Jump lists include most recently used files, or you can pin your own files, too.  These are nice time-savers.

#8 SAVED SEARCHES
In Windows Explorer, you can create filtered searches and then save them in your Favorites for later use. This is handy to find filtered data in the future. When you re-execute the search, it creates a dynamic results set (so your search is never stale).

#9 CONTENT VIEW & ARRANGING
Also in Windows Explorer, two new features. Now you can arrange a folder into subdivisions by date (great for your pictures folders!). You can use the Content view to combine thumbnails of files along with details that usually are found only in the Details view.

#10 USER ACCOUNT CONTROL
Most everyone hated UAC in Vista (even though it helped to keep your computer safe). In Windows 7, Microsoft tamped down the annoyance factor of UAC. You can change your date and time without setting off UAC, for example. You can also decide whether UAC should go into secured Desktop mode whenever it does get triggered (secured Desktop is when your screen darkens and you're forced to respond to UAC's dialog box asking permission to run a program or make a change to your system). You can easily turn-off UAC, too.

#11 PAINT, WORDPAD, CALCULATOR
All three of these utilities got updated. Wordpad and Paint have the Office-like ""ribbon"" now, and Calculator has a few new memory keys, touch sensitivity, and a Programmer view for those dealing with hexidecimals and binaries.

#12 HOMEGROUP SHARING
This is the easiest way to share data with others in your (home) network. HomeGroup creates a password that is shared among computers, and that takes care of all the issues with user accounts, file permissions and ""access denied"" problems. This is great for unsophisticated home networks.  I made this feature last because I'm not using it -- I just think it's a great idea for inexperienced users.  Note:  all the networked computers need to be running Windows 7 to make HomeGroup sharing work.

In short, think of Windows 7 as Windows Vista done right.",Windows 7 is Windows Vista done right,1256169600,95.0,
49,1838,5310,5310,5.0,True,"07 13, 2014",ANG2AWNVEZR57,B004IKEKWC,{'Format:': ' Software Download'},Amazon Customer,Excellent!,Five Stars,1405209600,,
421,2996,4256,4256,5.0,True,"03 29, 2013",A3AP2MA7YIWA4F,B002DHLUWK,,Rick In NorthEast,"Win7. What is there to say? It is a god solid well tested OS.
I like it better than Win8 since I use a desktop and have NO touch screen.",Win7,1364515200,,
464,1484,9676,9676,5.0,False,"05 9, 2015",A2MYM0XC5JNHBS,B00MHZ6Z64,{'Platform:': ' PC/Mac/Mobile Download Code'},James Cothern,"I have been using this product ffor several years. If you catch it on one of the introductory download specials in the fall, you can pay about 1/3 of t he usual price for the product. Quite easy to install and a great buy for multi computer protection.",Down Load is the Way to Go,1431129600,,
409,524,2984,2984,3.0,False,"06 25, 2009",A1JZFGZEZVWQPY,B000X86ZAS,,Professor H,"Works ok on Mac. As other reviewers have stated elsewhere the windows version works smoother and this version is not as robust as the one it replaces. That being said it does what it is supposed to but.... the days of the Microsoft Office being a needed program are fading fast. With open office and the word processor already on Mac (pages) along with open office and of course google docs I can see the day when they will hardly be able to give Microsoft Office away. Pages does the just about the same thing cheaper and Pages is the one I use most,",Works ok,1245888000,,
24,2216,6699,6699,5.0,True,"04 15, 2013",A3HJHV83O2U8BL,B008S0IE5M,{'Format:': ' Software'},Robert A. Grossman,Been a Quicken user for years. While the software has an occasional bug it really is occasional and when it comes to tax time I find it's accurate and I've got all the reports I need for our corporation. That's what matters to me,Does what I need it to do,1365984000,2.0,
416,1503,9345,9345,5.0,False,"07 17, 2017",AM13JILBPTHYF,B00L13X6QA,,Geever,"best product out there, highly recommended",Five Stars,1500249600,,
721,1078,6774,6774,4.0,True,"09 13, 2015",APADTEN8OKDDT,B008XAXAC4,{'Platform:': ' PC Download'},Bruce Dudley,Good.,Four Stars,1442102400,,
901,1354,10838,10838,4.0,False,"12 12, 2015",A2EMUM49CE0JV4,B01019TDJ8,,Mark S. Mocarski,"There is a Amazon-answer--that's not really true.
===
Be very careful about Windows 10. If you have a custom rig, DO NOT CHANGE TO WINDOWS 10! I have a custom rig (not a typical store bought desk top) and Windows 10 is like a poison to it. Screen freezes up, frequent crashes, etc. I sorry I ever bought it and uploaded it. Since it was uploaded over 30 days ago, there is no going back to Windows 7. I can't believe Microsoft would market a software system that is not compatible with desk tops that are not store bought/that are customized. Again, if you have a custom rig WINDOWS 10 IS POISON.  see less
 By Longest Train on December 5, 2015
===
I build my own.
I did the Win 10 free upgrade. I took a week to get completed.
Before adding the free upgrade--I upgraded my Win 7 PC to a 64-bit version.
And removed my PCIexpress cards.
I ran integrated.
I remained integrated for the following weeks using Win 10 Home.
But was able to return to a Win 7 environment.
Added back my PCIexpress audio and video.
===
Its a PC I built using Amazon.
Core 2 Duo (e7500)
800-MHz RAM
HP DVD drive
500 watt PSU (bought from PC Power and Cooling)
Windows[tm] 7 Home Premium SP1
Creative-audio
Sapphire-video
===
Make the process easy and look at hardware upgrades.",Windows[tm] 10 OS,1449878400,,
292,1326,873,873,1.0,False,"10 31, 2008",A1LCS3WQEWUO6Y,B00022PTT8,,Amazon8892,"Generally speaking, to get the best performance from any operating system a clean install of a full version is recommended. The best choice is to choose a full version of the product and enjoy the benefits of not being left with artifacts and leftover's of your previous operating system which can lead to instability in certain cases. I would only buy this on a limited budget.",Upgrades are never as good,1225411200,4.0,
112,2053,9707,9707,4.0,False,"03 3, 2015",A3SLC8F6VIWXIR,B00MILM2FA,{'Platform:': ' PC Disc'},John T. Horner,"This software will help walk you through a job many people ""never get around to"". It isn't perfect, and isn't the way to go if you need to set up trusts or having a great deal of assets. But for the vast majority of people this is far, far better than the alternative .... which typically is doing nothing.

Walks you through the basic questions and forms all of us should deal with sooner than later.",Helps you get an unpleasant job done,1425340800,,
929,2732,4380,4380,1.0,False,"02 24, 2010",ASY25YMTIC2A9,B002I7PGT8,,Grace,"I first tried Bitdefender Antivirus 2010 and found it reasonably good... the definitions were extensive, but it slowed down my system at times. It seemed more stable then the previous antivirus programs I've used, so I went ahead and updated it to Bitdefender Internet Security 2010 after about two weeks of use. Worked the same for a while until I started really noticing the difference between these programs and my last antivirus program, Spyware Doctor.

When I first installed Bitdefender Antivirus 2010, it found a couple of problems that Spyware Doctor didn't. However, since then it's found almost nothing, which is strange... when I used Spyware Doctor, I would scan every night and find four or five minor problems (tracking cookies, etc) over the course of a week. This program hasn't found anything in the last two months. I finally reinstalled Spyware Doctor and came up with several minor security risks that Bitdefender ignored. My definitions are automatically updated, so that isn't the problem.

After about a month of using it, I began having strange problems. First, Bitdefender's firewall suddenly began causing problems with programs that were normally allowed to access the internet. I tried removing them from the exceptions list then re-adding them, but nothing worked. I finally gave up and disabled Bitdefender's firewall and everything worked fine again. I emailed their support, but never received a response.

Second, around the same time I began having computer lockups... my computer would stop responding and run EXTREMELY slow. At the same time, the Bitdefender icon in the taskbar would turn grey with the message telling me that Bitdefender encountered a problem and I need to restart the computer. It usually cleared itself up within a few minutes, but would reoccur randomly. Sometimes it would go several days, other times it would happen two to three times in a single evening. I finally had to shut down the real-time monitoring, which seems to have cured this problem.

Well, after shutting down the process scanning and the firewall, and not being happy with the daily system scanning, what's left? Email scanning is flaky at best (will suddenly mark a single email in the middle of an entire conversation with a friend as 'spam'), and it's extremely slow (2-3x as long to check email). I also hate the fact that every time it finds a spam message it gives you a pop-up. I haven't found a way to shut these off, but by now I've given up and have moved on. One of the worst antivirus programs I've ever used.",Garbage...,1266969600,,
910,501,5306,5306,5.0,True,"05 30, 2015",A3OKJR8V2MR3Z9,B004IKEKWC,{'Format:': ' Software'},Robert Manning,Norton does not offer 360 any more. Have to buy a older version and have it up date.,No More,1432944000,,
59,378,7824,7824,5.0,True,"05 4, 2014",A327HI0M9QL7JR,B00E6ONJJU,{'Platform:': ' PC Disc'},Robert A. Hansen,I prefer Kaspersky over any of the free anti-virus programs out there.  Kaspersky is simple to use.  It is fast and works well.,better tha avast,1399161600,,
832,2747,10662,10662,3.0,True,"07 26, 2016",A2FUAY203GSOQ1,B00U3H6626,,Private,Satisfied,Three Stars,1469491200,3.0,
595,556,3018,3018,3.0,False,"07 9, 2009",A1GQRGB8FGSLIZ,B000XHE0Q0,,Amazon Customer,"If you are in the corporate world and work extensively with Excel or you have the need to use Entourage with Exchange than I do recommend buying Office 2008. However, if you are person who just does word processing or presentations then IWorks 09 will work for you. IWorks 09 will open Office 2007 documents.

As far as the special edition, I did not really use it because I have been a Macromedia/Adobe user for too long and will continue to use their products.

Yes I do recommend to product; however, I suggest you download the 30 day trial from Microsoft prior to deciding to buy it.","Not bad, it just does not really shine",1247097600,2.0,
213,232,3232,3232,5.0,True,"10 14, 2009",A32B6XWNR55SRL,B0014X4MWO,,James W. Durney,"This is about the best screen capture software product available.  Snagit captures from every product I have tried it on saving in a multitude of standard file formats.  The product is easy to install with free upgrades and full technical support.  I only use the capture feature for pictures but there are multiple types of captures possible.  Once saved, I have a standard JPG file that can be attached to an email, embedded in a newsletter or just enjoyed as part of a screensaver.
The company has a full set of tutorials and simple documentation is provided.",See it  Snagit  keep it,1255478400,2.0,
263,1430,2971,2971,5.0,True,"05 7, 2010",A1R0LNM873ALSV,B000X86ZAS,,MacInTX,Finally a Intel-native version of MS Office for the Mac. Much quicker to launch than the previous version.,A good update,1273190400,,
633,1894,1281,1281,5.0,False,"09 24, 2005",A3F8WKYFSG339Z,B000EORV8Q,,R. E. Griffin,"Smallest 4 port hub that I could find.  I use it to recharge power on my road warrier devices (cell phone, mp3 player, camera, etc) from my laptop... using USB cables/plugs from boxwave.",Small flat USB for four - Nicest!,1127520000,,
373,169,12284,12284,5.0,True,"12 9, 2017",A1DSGNHMAGNLTZ,B000IAMRXK,,P. Barrett,Ok,Ok,1512777600,,
